 *  Executing task: platformio device monitor 

--- Terminal on /dev/cu.usbserial-10 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
1010103 00:00:00.000 R 09fd0202 55 d1 01 9a 1d fa ff ff
1010106 00:00:00.000 R 09f80200 21 fc 9c 27 00 00 ff ff
1010118 00:00:00.000 R 09f80200 22 fd ae 27 00 00 ff ff
1010119 00:00:00.000 R 15fd0800 22 00 00 d9 71 ff ff ff
1010196 00:00:00.000 R 09f11200 22 ff ff ff 7f f0 ff fc
1010196 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1010197 00:00:00.000 R 09fd0202 56 d0 01 62 1f fa ff ff
1010210 00:00:00.000 R 09f11200 23 ff ff ff 7f f0 ff fc
1010210 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1010211 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1010288 00:00:00.000 R 09fd0202 57 cd 01 99 20 fa ff ff
1010291 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1010293 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
1010361 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1010361 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1010363 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1010373 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1010537 00:00:00.000 R 09f11200 24 ff ff ff 7f f0 ff fc
1010538 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1010538 00:00:00.000 R 09f50300 24 00 00 ff ff ff ff ff
1010549 00:00:00.000 R 0df50b00 24 74 01 00 00 00 00 ff
1010550 00:00:00.000 R 1df11a00 24 ff ff ff f0 ff ff ff
1010560 00:00:00.000 R 09fd0202 58 cb 01 80 20 fa ff ff
1010726 00:00:00.000 R 09f80200 26 fc 9c 27 00 00 ff ff
1010728 00:00:00.000 R 09f80200 27 fd ae 27 00 00 ff ff
1010730 00:00:00.000 R 09fd0202 5a c0 01 3a 20 fa ff ff
1010742 00:00:00.000 R 09f11200 27 ff ff ff 7f f0 ff fc
1010743 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1010743 00:00:00.000 R 09fd0202 5b bd 01 fc 1f fa ff ff
1010933 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1010934 00:00:00.000 R 09fd0202 5d b7 01 df 1e fa ff ff
1010937 00:00:00.000 R 15fd0723 ff c0 d4 71 ff 7f ff ff
1010948 00:00:00.000 R 09f11200 2a ff ff ff 7f f0 ff fc
1010948 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1010948 00:00:00.000 R 15fd0c23 ff 00 00 4d 72 04 ff ff
1011127 00:00:00.000 R 09f80200 2b fc 9c 27 00 00 ff ff
1011130 00:00:00.000 R 09f80200 2c fd e2 27 00 00 ff ff
1011131 00:00:00.000 R 09fd0202 5f b5 01 a4 1b fa ff ff
1011134 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1011145 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1011323 00:00:00.000 R 09f11200 2c ff ff ff 7f f0 ff fc
1011324 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1011324 00:00:00.000 R 09fd0202 60 b7 01 55 1a fa ff ff
1011337 00:00:00.000 R 09f11200 2d ff ff ff 7f f0 ff fc
1011338 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1011338 00:00:00.000 R 09fd0202 61 bb 01 f5 1a fa ff ff
1011351 00:00:00.000 R 0df80500 2d ac 4d 30 93 65 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff a0 c4 4a 00 00 00 00 00 20 fc 09 8c 00 ff 7f ff ff ff 7f ff
1011363 00:00:00.000 R 15fd0600 2d d9 71 ff ff ff ff ff
1011532 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1011533 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1011533 00:00:00.000 R 09fd0202 63 c3 01 4c 21 fa ff ff
1011547 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1011547 00:00:00.000 R 09f80200 2f fc 9c 27 00 00 ff ff
1011549 00:00:00.000 R 09f80200 30 fd e2 27 00 00 ff ff
1011560 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1011738 00:00:00.000 R 09fd0202 65 ca 01 21 24 fa ff ff
1011741 00:00:00.000 R 09f11200 30 ff ff ff 7f aa ff fc
1011742 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1011819 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1011820 00:00:00.000 R 09fd0202 66 cc 01 99 23 fa ff ff
1011822 00:00:00.000 R 15fd0600 30 d9 71 ff ff ff ff ff
1011834 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
1011942 00:00:00.000 R 15fd0700 30 00 d9 71 ff 7f ff ff
1011943 00:00:00.000 R 09f80200 31 fc 9c 27 00 00 ff ff
1011945 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1011956 00:00:00.000 R 09f80200 32 fd e2 27 00 00 ff ff
1011957 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1011958 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1011969 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1012145 00:00:00.000 R 09f80200 34 fc 9c 27 00 00 ff ff
1012147 00:00:00.000 R 09f80200 35 fd e2 27 00 00 ff ff
1012149 00:00:00.000 R 15fd0800 35 00 00 d9 71 ff ff ff
1012580 00:00:00.000 R 15fd060f 00 00 00 54 0b f5 03 ff
1012582 00:00:00.000 R 09fd0202 69 c8 01 c9 25 fa ff ff
1012584 00:00:00.000 R 09f11200 35 ff ff ff 7f aa ff fc
1012585 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1012596 00:00:00.000 R 09f11200 36 ff ff ff 7f aa ff fc
1012596 00:00:00.000 R 09fd0202 6a c6 01 cb 25 fa ff ff
1012608 00:00:00.000 R 09f11200 37 ff ff ff 7f aa ff fc
1012608 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1012620 00:00:00.000 R 0df90300 37 f0 ff ff ff 7f ff ff
1012788 00:00:00.000 R 09fd0202 6b c2 01 03 24 fa ff ff
1012791 00:00:00.000 R 09f50300 37 00 00 ff ff ff ff ff
1012792 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1012803 00:00:00.000 R 0df50b00 37 74 01 00 00 00 00 ff
1012804 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1012805 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1012988 00:00:00.000 R 09f11200 3a ff ff ff 7f aa ff fc
1012989 00:00:00.000 R 09fd0202 6e b8 01 70 23 fa ff ff
1012992 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1013002 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1013003 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1013004 00:00:00.000 R 09f11200 3b ff ff ff 7f aa ff fc
1013182 00:00:00.000 R 15fd0600 3b d9 71 ff ff ff ff ff
1013184 00:00:00.000 R 15fd0700 3b 00 d9 71 ff 7f ff ff
1013185 00:00:00.000 R 09f80200 3b fc 9c 27 00 00 ff ff
1013197 00:00:00.000 R 09f80200 3c fd e2 27 00 00 ff ff
1013198 00:00:00.000 R 09f11200 3c ff ff ff 7f aa ff fc
1013199 00:00:00.000 R 09fd0202 70 b7 01 52 24 fa ff ff
1013388 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1013389 00:00:00.000 R 09fd0202 74 b3 01 91 1f fa ff ff
1013392 00:00:00.000 R 0df80500 40 ac 4d 30 93 65 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff a0 c4 4a 00 00 00 00 00 20 fc 09 8c 00 ff 7f ff ff ff 7f ff
1013404 00:00:00.000 R 15fd0600 40 cf 71 ff ff ff ff ff
1013415 00:00:00.000 R 15fd0700 40 00 cf 71 ff 7f ff ff
1013416 00:00:00.000 R 09f80200 40 fc 9c 27 00 00 ff ff
1013427 00:00:00.000 R 0df90300 41 f0 ff ff ff 7f ff ff
1013428 00:00:00.000 R 09f50300 41 00 00 ff ff ff ff ff
1013428 00:00:00.000 R 0df50b00 41 74 01 00 00 00 00 ff
1013439 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1013571 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1013573 00:00:00.000 R 1df11a00 41 ff ff ff aa ff ff ff
1013574 00:00:00.000 R 09fd0202 75 b1 01 88 1e fa ff ff
1013587 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
1013588 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1013588 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1013599 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1013600 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1014187 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1014393 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1014394 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1014404 00:00:00.000 R 09f11200 44 ff ff ff 7f aa ff fc
1014405 00:00:00.000 R 09fd0202 78 a9 01 ec 1d fa ff ff
1014417 00:00:00.000 R 09f11200 45 ff ff ff 7f aa ff fc
1014418 00:00:00.000 R 09fd0202 79 a6 01 e7 1d fa ff ff
1014420 00:00:00.000 R 15fd0600 45 cf 71 ff ff ff ff ff
1014431 00:00:00.000 R 15fd0700 45 00 cf 71 ff 7f ff ff
1014601 00:00:00.000 R 09fd0202 7d ae 01 85 1d fa ff ff
1014604 00:00:00.000 R 09f11200 4a ff ff ff 7f aa ff fc
1014604 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1014615 00:00:00.000 R 09fd0202 7e b1 01 3b 1e fa ff ff
1014617 00:00:00.000 R 0df80500 4a ac 4d 70 2f 66 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff a0 2e 63 00 00 00 00 00 20 fc 09 6e 00 ff 7f ff ff ff 7f ff
1014629 00:00:00.000 R 15fd0600 4a cf 71 ff ff ff ff ff
1014630 00:00:00.000 R 15fd0700 4a 00 cf 71 ff 7f ff ff
1014641 00:00:00.000 R 09f80200 4a fc 9c 27 00 00 ff ff
1014642 00:00:00.000 R 0df80900 ac 4d 70 2f 66 18 ff 7f
1014653 00:00:00.000 R 19fa0300 4b ff 6e 00 ff 7f ff 7f
1014653 00:00:00.000 R 09f11200 4b ff ff ff 7f aa ff fc
1014654 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1014792 00:00:00.000 R 0df90300 4b f0 ff ff ff 7f ff ff
1014793 00:00:00.000 R 09f50300 4b 00 00 ff ff ff ff ff
1014845 00:00:00.000 R 19f21420 00 ea 04 0f 00 80 70 00
1014847 00:00:00.000 R 0df50b00 4b 74 01 00 00 00 00 ff
1014848 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1014859 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1014860 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1014860 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1015031 00:00:00.000 R 09f11200 4e ff ff ff 7f aa ff fc
1015032 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1015032 00:00:00.000 R 09fd0202 82 b1 01 e3 1f fa ff ff
1015045 00:00:00.000 R 09f11200 4f ff ff ff 7f aa ff fc
1015045 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1015046 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1015225 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1015226 00:00:00.000 R 15fd0600 4f cf 71 ff ff ff ff ff
1015238 00:00:00.000 R 15fd0700 4f 00 cf 71 ff 7f ff ff
1015238 00:00:00.000 R 09f80200 4f fc 9c 27 00 00 ff ff
1015250 00:00:00.000 R 09f80200 50 fd ff ff 00 00 ff ff
1015251 00:00:00.000 R 09f11200 50 ff ff ff 7f aa ff fc
1015419 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1015420 00:00:00.000 R 09fd0202 88 a4 01 9d 1c fa ff ff
1015423 00:00:00.000 R 0df80500 54 ac 4d 70 2f 66 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff a0 2e 63 00 00 00 00 00 20 fc 09 6e 00 ff 7f ff ff ff 7f ff
1015435 00:00:00.000 R 15fd0600 54 cf 71 ff ff ff ff ff
1015447 00:00:00.000 R 15fd0700 54 00 cf 71 ff 7f ff ff
1015447 00:00:00.000 R 09f80200 54 fc 9c 27 00 00 ff ff
1015448 00:00:00.000 R 09f80200 55 fd ae 27 00 00 ff ff
1015460 00:00:00.000 R 0df01000 55 f0 ac 4d 70 2f 66 18
1015461 00:00:00.000 R 0df90300 55 f0 ff ff ff 7f ff ff
1015471 00:00:00.000 R 09f50300 55 00 00 ff ff ff ff ff
1015472 00:00:00.000 R 0df50b00 55 74 01 00 00 00 00 ff
1015556 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1015556 00:00:00.000 R 1df11a00 55 ff ff ff aa ff ff ff
1015557 00:00:00.000 R 0df50b23 ff 73 01 00 00 00 00 ff
1015627 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
1015627 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1015629 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
1015639 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1015641 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1015651 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1015652 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1015816 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1015817 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1015869 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1015870 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1015880 00:00:00.000 R 09fd0202 8c 97 01 98 19 fa ff ff
1015883 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1015883 00:00:00.000 R 15fd0600 58 cf 71 ff ff ff ff ff
1015895 00:00:00.000 R 15fd0700 58 00 cf 71 ff 7f ff ff
1016063 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1016064 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1016064 00:00:00.000 R 09fd0202 8e 8d 01 d1 1a fa ff ff
1016077 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1016078 00:00:00.000 R 09fd0202 8f 89 01 02 1c fa ff ff
1016080 00:00:00.000 R 09f11200 5a ff ff ff 7f f0 ff fc
1016259 00:00:00.000 R 09f80200 5b fc 9c 27 00 00 ff ff
1016262 00:00:00.000 R 09f80200 5c fd ae 27 00 00 ff ff
1016263 00:00:00.000 R 15fd0800 5c 00 00 cf 71 ff ff ff
1016264 00:00:00.000 R 09f11200 5c ff ff ff 7f f0 ff fc
1016275 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1016275 00:00:00.000 R 09fd0202 90 82 01 16 1d fa ff ff
1016363 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1016364 00:00:00.000 R 0df80500 5d ac 4d 70 2f 66 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff a0 2e 63 00 00 00 00 00 20 fc 09 6e 00 ff 7f ff ff ff 7f ff
1016376 00:00:00.000 R 19f21420 00 ea 04 0f 00 80 70 00
1016429 00:00:00.000 R 15fd0600 5d cf 71 ff ff ff ff ff
1016482 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1016483 00:00:00.000 R 15fd0700 5d 00 cf 71 ff 7f ff ff
1016483 00:00:00.000 R 09f80200 5d fc 9c 27 00 00 ff ff
1016495 00:00:00.000 R 09f80200 5e fd ae 27 00 00 ff ff
1016497 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1016498 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1016673 00:00:00.000 R 0df50b23 ff 75 01 00 00 00 00 ff
1016675 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
1016676 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
1016686 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1016687 00:00:00.000 R 09f11200 5f ff ff ff 7f f0 ff fc
1016697 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1016858 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1016859 00:00:00.000 R 09f11200 60 ff ff ff 7f f0 ff fc
1016870 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1016870 00:00:00.000 R 09fd0202 94 73 01 c7 1e fa ff ff
1016883 00:00:00.000 R 09f80200 60 fc 9c 27 00 00 ff ff
1016885 00:00:00.000 R 09f80200 61 fd ae 27 00 00 ff ff
1017063 00:00:00.000 R 15fd0c23 ff 00 00 52 72 04 ff ff
1017064 00:00:00.000 R 09fd0202 98 77 01 a5 23 fa ff ff
1017067 00:00:00.000 R 09f11200 65 ff ff ff 7f f0 ff fc
1017078 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1017078 00:00:00.000 R 09f80200 65 fc 9c 27 00 00 ff ff
1017079 00:00:00.000 R 09f80200 66 fd ae 27 00 00 ff ff
1017166 00:00:00.000 R 09f11200 67 ff ff ff 7f f0 ff fc
1017268 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1017269 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1017270 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1017281 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1017283 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1017283 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1017498 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1017499 00:00:00.000 R 09fd0202 9b 76 01 33 2b fa ff ff
1017502 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1017512 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1017513 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1017514 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1017692 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
1017693 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
1017693 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1017704 00:00:00.000 R 09f11200 69 ff ff ff 7f f0 ff fc
1017704 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1017715 00:00:00.000 R 09fd0202 9d 6b 01 2d 2a fa ff ff
1017885 00:00:00.000 R 09f11200 6b ff ff ff 7f f0 ff fc
1017886 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1017886 00:00:00.000 R 09fd0202 9f 5f 01 2f 22 fa ff ff
1017899 00:00:00.000 R 09f11200 6c ff ff ff 7f f0 ff fc
1017900 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1017900 00:00:00.000 R 09fd0202 a0 58 01 2d 1e fa ff ff
1017978 00:00:00.000 R 09fd0202 a1 55 01 4c 1b fa ff ff
1018098 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1018099 00:00:00.000 R 09f11200 6e ff ff ff 7f f0 ff fc
1018099 00:00:00.000 R 09fd0202 a2 50 01 40 1a fa ff ff
1018112 00:00:00.000 R 09f11200 6f ff ff ff 7f f0 ff fc
1018113 00:00:00.000 R 09f80200 6f fc 9c 27 00 00 ff ff
1018114 00:00:00.000 R 09f80200 70 fd ae 27 00 00 ff ff
1018303 00:00:00.000 R 09fd0202 a4 4c 01 fd 1e fa ff ff
1018306 00:00:00.000 R 09f11200 71 ff ff ff 7f f0 ff fc
1018307 00:00:00.000 R 09fd0202 a5 4b 01 54 23 fa ff ff
1018319 00:00:00.000 R 0df80500 71 ac 4d ff ff ff ff ff ff ff ff ff ff ff 7f ff ff ff ff ff ff ff 7f ff ff ff ff ff ff ff 7f f0 fc ff ff 7f ff 7f ff ff ff 7f ff
1018331 00:00:00.000 R 15fd0600 71 d9 71 ff ff ff ff ff
1018333 00:00:00.000 R 15fd0700 71 00 d9 71 ff 7f ff ff
1018501 00:00:00.000 R 0df50b23 ff 73 01 00 00 00 00 ff
1018503 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
1018504 00:00:00.000 R 09fd0202 a6 4a 01 06 27 fa ff ff
1018516 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
1018517 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1018517 00:00:00.000 R 09f11200 73 ff ff ff 7f f0 ff fc
1018700 00:00:00.000 R 09f80200 75 fd ae 27 00 00 ff ff
1018702 00:00:00.000 R 09fd0202 a8 4d 01 97 29 fa ff ff
1018705 00:00:00.000 R 09f11200 75 ff ff ff 7f f0 ff fc
1018705 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1018791 00:00:00.000 R 09fd0202 a9 50 01 0d 29 fa ff ff
1018794 00:00:00.000 R 09f11200 76 ff ff ff 7f f0 ff fc
1018794 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1018806 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1018922 00:00:00.000 R 15fd0600 76 d9 71 ff ff ff ff ff
1018924 00:00:00.000 R 15fd0700 76 00 d9 71 ff 7f ff ff
1018924 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1018936 00:00:00.000 R 09f80200 76 fc 9c 27 00 00 ff ff
1018937 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1018938 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1019114 00:00:00.000 R 15fd0c23 ff 00 00 56 72 04 ff ff
1019115 00:00:00.000 R 09fd0202 ac 5b 01 3c 2c fa ff ff
1019117 00:00:00.000 R 09f11200 79 ff ff ff 7f f0 ff fc
1019128 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1019129 00:00:00.000 R 09f80200 79 fc 9c 27 00 00 ff ff
1019130 00:00:00.000 R 09f80200 7a fd ae 27 00 00 ff ff
1019319 00:00:00.000 R 09f11200 7b ff ff ff 7f f0 ff fc
1019320 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1019320 00:00:00.000 R 0df80500 7b ac 4d b0 cb 66 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff a0 2e 63 00 00 00 00 00 20 fc 07 8c 00 ff 7f ff ff ff 7f ff
1019343 00:00:00.000 R 15fd0600 7b d9 71 ff ff ff ff ff
1019344 00:00:00.000 R 15fd0700 7b 00 d9 71 ff 7f ff ff
1019345 00:00:00.000 R 09f80200 7b fc 9c 27 00 00 ff ff
1019522 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
1019523 00:00:00.000 R 15fd0723 ff c0 d4 71 ff 7f ff ff
1019523 00:00:00.000 R 09f11200 7d ff ff ff 7f f0 ff fc
1019534 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1019534 00:00:00.000 R 09fd0202 b0 67 01 5c 34 fa ff ff
1019547 00:00:00.000 R 09f11200 7e ff ff ff 7f f0 ff fc
1019613 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1019613 00:00:00.000 R 09fd0202 b2 6d 01 7d 33 fa ff ff
1019616 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1019627 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1019744 00:00:00.000 R 19f21420 00 ea 04 0f 00 80 70 00
1019746 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1019747 00:00:00.000 R 19f21420 00 ea 04 0f 00 80 70 00
1019758 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1019758 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1019759 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1019923 00:00:00.000 R 15fd0600 80 d9 71 ff ff ff ff ff
1019925 00:00:00.000 R 15fd0700 80 00 d9 71 ff 7f ff ff
1019925 00:00:00.000 R 09f80200 80 fc 9c 27 00 00 ff ff
1019937 00:00:00.000 R 09f80200 81 fd ae 27 00 00 ff ff
1019938 00:00:00.000 R 09f11200 81 ff ff ff 7f f0 ff fc
1019939 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1019949 00:00:00.000 R 09fd0202 b4 7b 01 93 35 fa ff ff
1019951 00:00:00.000 R 15fd0723 ff c0 d4 71 ff 7f ff ff
1020138 00:00:00.000 R 09f80200 83 fc 9c 27 00 00 ff ff
1020141 00:00:00.000 R 09f80200 84 fd ae 27 00 00 ff ff
1020142 00:00:00.000 R 15fd0800 84 00 00 d9 71 ff ff ff
1020143 00:00:00.000 R 09f11200 84 ff ff ff 7f f0 ff fc
1020154 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1020154 00:00:00.000 R 09fd0202 b7 90 01 72 38 fa ff ff
1020342 00:00:00.000 R 09fd0202 b8 94 01 43 38 fa ff ff
1020345 00:00:00.000 R 0df80500 85 ff ff b0 cb 66 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff a0 2e 63 00 00 00 00 00 20 fc 07 8c 00 ff 7f ff ff ff 7f ff
1020357 00:00:00.000 R 15fd0600 85 d9 71 ff ff ff ff ff
1020358 00:00:00.000 R 15fd0700 85 00 d9 71 ff 7f ff ff
1020369 00:00:00.000 R 09f80200 85 fd ae 27 ff ff ff ff
1020371 00:00:00.000 R 0df01000 85 f0 ff ff b0 cb 66 18
1020542 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1020542 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
