 *  Executing task: platformio device monitor 

--- Terminal on /dev/cu.usbserial-10 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
1000304 00:00:00.000 R 0df01000 bd f0 ff ff 70 be 63 18
1000305 00:00:00.000 R 09f80200 bd fd ae 27 ff ff ff ff
1000307 00:00:00.000 R 09f11200 be ff ff ff 7f f0 ff fc
1000317 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1000318 00:00:00.000 R 09f50300 be 00 00 ff ff ff ff ff
1000455 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1000457 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
1000459 00:00:00.000 R 0df50b00 be ff ff ff ff 00 00 ff
1000471 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1000471 00:00:00.000 R 1df11a00 be ff ff ff f0 ff ff ff
1000471 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1000482 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1000483 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1000707 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1000708 00:00:00.000 R 09f11200 c0 ff ff ff 7f f0 ff fc
1000719 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1000719 00:00:00.000 R 09fd0202 f4 6a 02 e7 2f fa ff ff
1000732 00:00:00.000 R 09f80200 c0 fc 9c 27 00 00 ff ff
1000733 00:00:00.000 R 09f80200 c1 fd ae 27 00 00 ff ff
1000913 00:00:00.000 R 15fd0700 c2 00 d9 71 ff 7f ff ff
1000914 00:00:00.000 R 09f80200 c2 fc 9c 27 00 00 ff ff
1000916 00:00:00.000 R 09f80200 c3 fd ae 27 00 00 ff ff
1000928 00:00:00.000 R 09f11200 c3 ff ff ff 7f f0 ff fc
1000928 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1000928 00:00:00.000 R 09fd0202 f7 86 02 14 2c fa ff ff
1001117 00:00:00.000 R 15fd0c23 ff 00 00 58 72 04 ff ff
1001118 00:00:00.000 R 09f11200 c5 ff ff ff 7f f0 ff fc
1001118 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1001129 00:00:00.000 R 09f80200 c5 fc 9c 27 00 00 ff ff
1001131 00:00:00.000 R 09f80200 c6 fd ae 27 00 00 ff ff
1001133 00:00:00.000 R 09fd0202 f9 92 02 58 2c fa ff ff
1001145 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1001146 00:00:00.000 R 09f11200 c6 ff ff ff 7f f0 ff fc
1001146 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1001158 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1001284 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1001285 00:00:00.000 R 09fd0202 fa 96 02 d5 2b fa ff ff
1001288 00:00:00.000 R 09f11200 c7 ff ff ff 7f f0 ff fc
1001289 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1001300 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1001301 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1001311 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1001489 00:00:00.000 R 0df80900 ac 4d 70 be 63 18 ff 7f
1001490 00:00:00.000 R 09f11200 c8 ff ff ff 7f f0 ff fc
1001490 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1001501 00:00:00.000 R 0df50b00 c8 74 01 00 00 00 00 ff
1001503 00:00:00.000 R 1df11a00 c8 ff ff ff f0 ff ff ff
1001514 00:00:00.000 R 09fd0202 01 95 02 4c 2f fa ff ff
1001516 00:00:00.000 R 0df50b23 ff 73 01 00 00 00 00 ff
1001517 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
1001702 00:00:00.000 R 09f11200 c9 ff ff ff 7f f0 ff fc
1001703 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1001703 00:00:00.000 R 09fd0202 02 91 02 d3 31 fa ff ff
1001717 00:00:00.000 R 09f11200 ca ff ff ff 7f f0 ff fc
1001717 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1001717 00:00:00.000 R 09f80200 ca fc 9c 27 00 00 ff ff
1001905 00:00:00.000 R 09fd0202 05 7e 02 6b 33 fa ff ff
1001909 00:00:00.000 R 15fd0600 cc d9 71 ff ff ff ff ff
1001910 00:00:00.000 R 15fd0700 cc 00 d9 71 ff 7f ff ff
1001911 00:00:00.000 R 09f80200 cc fc 9c 27 00 00 ff ff
1001922 00:00:00.000 R 09f80200 cd fd ae 27 00 00 ff ff
1001923 00:00:00.000 R 09f11200 cd ff ff ff 7f f0 ff fc
1001934 00:00:00.000 R 09fd0202 06 79 02 a6 35 fa ff ff
1002112 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1002522 00:00:00.000 R 15fd060f 00 00 00 54 0b f5 03 ff
1002524 00:00:00.000 R 09fd0202 07 77 02 66 33 fa ff ff
1002527 00:00:00.000 R 09f11200 cf ff ff ff 7f f0 ff fc
1002527 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1002538 00:00:00.000 R 09f80200 cf fc 9c 27 00 00 ff ff
1002539 00:00:00.000 R 09f80200 d0 fd ae 27 00 00 ff ff
1002727 00:00:00.000 R 15fd0700 d1 00 d9 71 ff 7f ff ff
1002728 00:00:00.000 R 09f80200 d1 fc 9c 27 00 00 ff ff
1002730 00:00:00.000 R 09f80200 d2 fd ae 27 00 00 ff ff
1002742 00:00:00.000 R 0df01000 d2 f0 ac 4d b0 5a 64 18
1002742 00:00:00.000 R 19fa0300 d2 ff 82 00 ff 7f ff 7f
1002743 00:00:00.000 R 0df80900 ac 4d b0 5a 64 18 ff 7f
1002918 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1002920 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1002921 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1002932 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1002932 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1002943 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
1002953 00:00:00.000 R 09fd0202 0b 7f 02 ec 35 fa ff ff
1002956 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1003073 00:00:00.000 R 09fd0202 0e 87 02 68 37 fa ff ff
1003141 00:00:00.000 R 15fd0600 d6 d9 71 ff ff ff ff ff
1003143 00:00:00.000 R 15fd0700 d6 00 d9 71 ff 7f ff ff
1003143 00:00:00.000 R 09f80200 d6 fc 9c 27 00 00 ff ff
1003155 00:00:00.000 R 09f80200 d7 fd e2 27 00 00 ff ff
1003156 00:00:00.000 R 09f11200 d7 ff ff ff 7f f0 ff fc
1003157 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1003334 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1003334 00:00:00.000 R 09fd0202 11 90 02 1b 36 fa ff ff
1003338 00:00:00.000 R 09f80200 d9 fc 9c 27 00 00 ff ff
1003340 00:00:00.000 R 09f80200 da fd e2 27 00 00 ff ff
1003351 00:00:00.000 R 09f11200 da ff ff ff 7f f0 ff fc
1003352 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1003362 00:00:00.000 R 09fd0202 12 94 02 e8 35 fa ff ff
1003365 00:00:00.000 R 1df11a04 ff ff ff ff f6 ff ff ff
1003538 00:00:00.000 R 15fd0700 db 00 d9 71 ff 7f ff ff
1003539 00:00:00.000 R 09f80200 db fc 9c 27 00 00 ff ff
1003541 00:00:00.000 R 09f80200 dc fd e2 27 00 00 ff ff
1003553 00:00:00.000 R 0df01000 dc f0 ac 4d b0 5a 64 18
1003553 00:00:00.000 R 0df80900 ac 4d b0 5a 64 18 ff 7f
1003554 00:00:00.000 R 0df90300 dc f0 ff ff ff 7f ff ff
1003564 00:00:00.000 R 19fa0300 dc ff 82 00 ff 7f ff 7f
1003565 00:00:00.000 R 09f11200 dc ff ff ff 7f f0 ff fc
1003742 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1003743 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1003744 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1003755 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1003756 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1003756 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1003767 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1003778 00:00:00.000 R 09fd0202 16 96 02 8b 34 fa ff ff
1003946 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1003947 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1003958 00:00:00.000 R 09fd0202 18 8c 02 4d 34 fa ff ff
1003961 00:00:00.000 R 15fd0600 de d9 71 ff ff ff ff ff
1003962 00:00:00.000 R 15fd0700 de 00 d9 71 ff 7f ff ff
1003973 00:00:00.000 R 09f80200 df fc 9c 27 00 00 ff ff
1003974 00:00:00.000 R 09f80200 e0 fd e2 27 00 00 ff ff
1003986 00:00:00.000 R 09f11200 e0 ff ff ff 7f aa ff fc
1004162 00:00:00.000 R 09f11200 e2 ff ff ff 7f aa ff fc
1004163 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1004163 00:00:00.000 R 09fd0202 1b 73 02 e2 35 fa ff ff
1004177 00:00:00.000 R 09f80200 e2 fc 9c 27 00 00 ff ff
1004178 00:00:00.000 R 09f80200 e3 fd e2 27 00 00 ff ff
1004180 00:00:00.000 R 15fd0800 e3 00 00 d9 71 ff ff ff
1004367 00:00:00.000 R 09fd0202 1d 68 02 ae 33 fa ff ff
1004370 00:00:00.000 R 0df80500 e4 ac 4d b0 5a 64 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff 60 ae 0a 00 00 00 00 00 20 fc 08 82 00 ff 7f ff ff ff 7f ff
1004383 00:00:00.000 R 15fd0600 e4 d9 71 ff ff ff ff ff
1004384 00:00:00.000 R 15fd0700 e4 00 d9 71 ff 7f ff ff
1004395 00:00:00.000 R 09f80200 e4 fc 9c 27 00 00 ff ff
1004396 00:00:00.000 R 09f80200 e5 fd e2 27 00 00 ff ff
1004398 00:00:00.000 R 1df11a00 e5 ff ff ff aa ff ff ff
1004408 00:00:00.000 R 09fd0202 1e 65 02 79 35 fa ff ff
1004410 00:00:00.000 R 0df50b23 ff 73 01 00 00 00 00 ff
1004412 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
1004422 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
1004553 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1004555 00:00:00.000 R 15fd0723 ff c0 d6 71 ff 7f ff ff
1004556 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1004567 00:00:00.000 R 09f11200 e6 ff ff ff 7f aa ff fc
1004568 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1004568 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1004579 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1004580 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1004794 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1004795 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1004796 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1004807 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1004807 00:00:00.000 R 09f80200 e7 fc 9c 27 00 00 ff ff
1004819 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1004985 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1004986 00:00:00.000 R 09fd0202 23 5c 02 fb 33 fa ff ff
1004988 00:00:00.000 R 15fd0723 ff c0 d6 71 ff 7f ff ff
1004999 00:00:00.000 R 09f11200 eb ff ff ff 7f aa ff fc
1004999 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1004999 00:00:00.000 R 15fd0c23 ff 00 00 5e 72 04 ff ff
1005176 00:00:00.000 R 09f80200 ed fd e2 27 00 00 ff ff
1005179 00:00:00.000 R 09fd0202 25 52 02 65 31 fa ff ff
1005181 00:00:00.000 R 09f11200 ed ff ff ff 7f aa ff fc
1005181 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1005266 00:00:00.000 R 09fd0202 26 4d 02 e3 31 fa ff ff
1005269 00:00:00.000 R 09f11200 ee ff ff ff 7f aa ff fc
1005269 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1005280 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1005397 00:00:00.000 R 0dff0603 13 99 ff 01 00 0c 00 00 fc 13 6f 00 00 03 bb
1005398 00:00:00.000 R 09fd0202 27 49 02 14 33 fa ff ff
1005411 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
1005412 00:00:00.000 R 0df80500 ee ac 4d b0 5a 64 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff 60 ae 0a 00 00 00 00 00 20 fc 08 82 00 ff 7f ff ff ff 7f ff
1005425 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1005425 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1005603 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1005605 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
1005606 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1005617 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1005618 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1005618 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1005782 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1005783 00:00:00.000 R 09f11200 f0 ff ff ff 7f aa ff fc
1005834 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1005835 00:00:00.000 R 09fd0202 29 46 02 b0 30 fa ff ff
1005837 00:00:00.000 R 09f11200 f1 ff ff ff 7f aa ff fc
1005848 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1005848 00:00:00.000 R 09f80200 f1 fc 9c 27 00 00 ff ff
1005850 00:00:00.000 R 09f80200 f2 fd e2 27 00 00 ff ff
1005987 00:00:00.000 R 09fd0202 2d 51 02 4d 32 fa ff ff
1005991 00:00:00.000 R 0dff0603 13 99 ff 01 00 0f 00 00 fc 13 60 04 00 a3 5c
1005992 00:00:00.000 R 09f11200 f6 ff ff ff 7f aa ff fc
1006003 00:00:00.000 R 09fd0202 2e 50 02 7e 32 fa ff ff
1006005 00:00:00.000 R 0dff0604 13 99 ff 01 00 0f 00 00 fc 13 60 04 00 a3 5c
1006005 00:00:00.000 R 09f80200 f6 fc 9c 27 00 00 ff ff
1006017 00:00:00.000 R 09f80200 f7 fd e2 27 00 00 ff ff
1006018 00:00:00.000 R 15fd0800 f7 00 00 d9 71 ff ff ff
1006104 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1006105 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1006208 00:00:00.000 R 19f21420 00 ea 04 0f 00 80 70 00
1006210 00:00:00.000 R 19f21420 00 ea 04 0f 00 80 70 00
1006211 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1006222 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1006222 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1006223 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1006438 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1006439 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1006440 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1006450 00:00:00.000 R 09f11200 f8 ff ff ff 7f aa ff fc
1006461 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1006461 00:00:00.000 R 09fd0202 30 46 02 72 35 fa ff ff
1006640 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
1006641 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1006641 00:00:00.000 R 0dff0603 13 99 ff 01 00 01 01 00 fc 02 77 00 00 33 a6
1006652 00:00:00.000 R 09f11200 fa ff ff ff 7f aa ff fc
1006662 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1006663 00:00:00.000 R 09fd0202 32 35 02 82 36 fa ff ff
1006833 00:00:00.000 R 09f80200 fb fc 9c 27 00 00 ff ff
1006836 00:00:00.000 R 09f80200 fc fd e2 27 00 00 ff ff
1006837 00:00:00.000 R 09f11200 fc ff ff ff 7f aa ff fc
1006837 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1006848 00:00:00.000 R 09fd0202 34 24 02 9c 38 fa ff ff
1006851 00:00:00.000 R 09f11200 00 ff ff ff 7f aa ff fc
1007037 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1007039 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1007039 00:00:00.000 R 09f11200 02 ff ff ff 7f aa ff fc
1007050 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1007050 00:00:00.000 R 09fd0202 37 0d 02 f8 34 fa ff ff
1007063 00:00:00.000 R 15fd0c23 ff 00 00 58 72 04 ff ff
1007228 00:00:00.000 R 09fd0202 39 03 02 b1 33 fa ff ff
1007231 00:00:00.000 R 0dff0603 13 99 ff 01 00 04 00 5f 00 02 05 04 00 a1 24
1007232 00:00:00.000 R 09f11200 05 ff ff ff 7f aa ff fc
1007242 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1007243 00:00:00.000 R 09fd0202 3a ff 01 0b 33 fa ff ff
1007255 00:00:00.000 R 0df80500 05 ac 4d f0 f6 64 18 00 64 65 43 26 8a 09 07 00 74 d2 26 5c 05 b9 ff 00 09 3d 00 00 00 00 00 20 fc 09 8c 00 ff 7f ff ff ff 7f ff
1007267 00:00:00.000 R 15fd0600 05 d9 71 ff ff ff ff ff
1007268 00:00:00.000 R 15fd0700 05 00 d9 71 ff 7f ff ff
1007435 00:00:00.000 R 0df90300 06 f0 ff ff ff 7f ff ff
1007436 00:00:00.000 R 19fa0300 06 ff 8c 00 ff 7f ff 7f
1007436 00:00:00.000 R 09f11200 06 ff ff ff 7f aa ff fc
1007447 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1007447 00:00:00.000 R 0df50b00 06 74 01 00 00 00 00 ff
1007459 00:00:00.000 R 09f50300 06 00 00 ff ff ff ff ff
1007671 00:00:00.000 R 09fd0202 3c fe 01 8f 31 fa ff ff
1007674 00:00:00.000 R 0dff0603 13 99 ff 01 00 06 01 28 00 02 79 01 00 a6 3a
1007675 00:00:00.000 R 09f11200 08 ff ff ff 7f f0 ff fc
1007685 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1007686 00:00:00.000 R 09f80200 08 fc 9c 27 00 00 ff ff
1007697 00:00:00.000 R 09f80200 09 fd ae 27 00 00 ff ff
1007773 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1007876 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1007878 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1007878 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1007889 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1007890 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1007901 00:00:00.000 R 0dff0603 13 99 ff 01 00 02 00 97 00 02 03 02 00 3f 45
1008013 00:00:00.000 R 09f11200 0b ff ff ff 7f f0 ff fc
1008014 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1008065 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1008066 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1008076 00:00:00.000 R 09fd0202 40 00 02 f3 2f fa ff ff
1008079 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1008079 00:00:00.000 R 09f11200 0c ff ff ff 7f f0 ff fc
1008090 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1008206 00:00:00.000 R 09f80200 0d fd ae 27 ff ff ff ff
1008209 00:00:00.000 R 0dff0603 13 99 ff 01 00 09 00 03 fc 12 25 00 00 6f 89
1008275 00:00:00.000 R 09fd0202 42 f6 01 e5 2c fa ff ff
1008278 00:00:00.000 R 15fd0800 0d 00 00 d9 71 ff ff ff
1008279 00:00:00.000 R 0dff0604 13 99 ff 01 00 09 00 03 fc 12 25 00 00 6f 89
1008289 00:00:00.000 R 09f11200 0e ff ff ff 7f f0 ff fc
1008290 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1008300 00:00:00.000 R 09fd0202 43 ed 01 3b 2b fa ff ff
1008469 00:00:00.000 R 09f11200 10 ff ff ff 7f f0 ff fc
1008470 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1008470 00:00:00.000 R 0df50b00 10 74 01 00 00 00 00 ff
1008482 00:00:00.000 R 09f50300 10 00 00 ff ff ff ff ff
1008482 00:00:00.000 R 1df11a00 10 ff ff ff f0 ff ff ff
1008493 00:00:00.000 R 0df50b23 ff 73 01 00 00 00 00 ff
1008494 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1008495 00:00:00.000 R 0dff0603 13 99 ff 01 00 11 00 00 fc 12 84 00 00 4f c3
1008505 00:00:00.000 R 09f11200 11 ff ff ff 7f f0 ff fc
1008506 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1008677 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1008678 00:00:00.000 R 0dff0604 13 99 ff 01 00 11 00 00 fc 12 84 00 00 4f c3
1008688 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
1008690 00:00:00.000 R 09fd0202 46 cd 01 c1 29 fa ff ff
1008693 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1008693 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1008871 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1008872 00:00:00.000 R 0dff0604 13 99 ff 01 00 0d 01 00 fc 13 6f 00 00 03 bb
1008883 00:00:00.000 R 0dff0603 13 99 ff 01 00 0d 01 00 fc 13 6f 00 00 03 bb
1008883 00:00:00.000 R 09fd0202 49 b6 01 1d 2a fa ff ff
1008896 00:00:00.000 R 15fd0600 14 d9 71 ff ff ff ff ff
1008897 00:00:00.000 R 15fd0700 14 00 d9 71 ff 7f ff ff
1009056 00:00:00.000 R 09fd0202 4a b5 01 a3 29 fa ff ff
1009060 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1009060 00:00:00.000 R 09f11200 16 ff ff ff 7f f0 ff fc
1009071 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1009071 00:00:00.000 R 15fd0c23 ff 00 00 58 72 04 ff ff
1009072 00:00:00.000 R 09f11200 17 ff ff ff 7f f0 ff fc
1009082 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1009083 00:00:00.000 R 09fd0202 4b b3 01 81 28 fa ff ff
1009262 00:00:00.000 R 09f11200 18 ff ff ff 7f f0 ff fc
1009263 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1009314 00:00:00.000 R 09fd0202 4c b3 01 91 26 fa ff ff
1009317 00:00:00.000 R 09f11200 19 ff ff ff 7f f0 ff fc
1009317 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1009328 00:00:00.000 R 09fd0202 4d b6 01 75 25 fa ff ff
1009330 00:00:00.000 R 0dff0603 13 99 ff 01 00 12 00 00 fc 13 b9 00 00 16 67
1009331 00:00:00.000 R 0dff0604 13 99 ff 01 00 12 00 00 fc 13 b9 00 00 16 67
1009341 00:00:00.000 R 09fd0202 4e b9 01 98 25 fa ff ff
1009343 00:00:00.000 R 0df50b00 1a 74 01 00 00 00 00 ff
1009355 00:00:00.000 R 1df11a00 1a ff ff ff f0 ff ff ff
1009477 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
1009479 00:00:00.000 R 0df50b23 ff 75 01 00 00 00 00 ff
1009480 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
1009492 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
1009492 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
1009493 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
1009504 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
1009504 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
1009675 00:00:00.000 R 09f11200 1c ff ff ff 7f f0 ff fc
1009676 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1009676 00:00:00.000 R 09fd0202 50 c2 01 89 24 fa ff ff
1009690 00:00:00.000 R 09f80200 1c fc 9c 27 00 00 ff ff
1009692 00:00:00.000 R 09f80200 1d fd ae 27 00 00 ff ff
1009693 00:00:00.000 R 09f11200 1d ff ff ff 7f f0 ff fc
1009704 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1009704 00:00:00.000 R 09fd0202 51 c7 01 e2 21 fa ff ff
1009885 00:00:00.000 R 09f80200 1f fd ae 27 00 00 ff ff
1009887 00:00:00.000 R 09f11200 1f ff ff ff 7f f0 ff fc
1009888 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1009899 00:00:00.000 R 09fd0202 53 cd 01 b7 1c fa ff ff
1009901 00:00:00.000 R 15fd0723 ff c0 d5 71 ff 7f ff ff
1009902 00:00:00.000 R 09f11200 20 ff ff ff 7f f0 ff fc
1009912 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
1009913 00:00:00.000 R 09fd0202 54 ce 01 62 1c fa ff ff
1010102 00:00:00.000 R 09f80100 ca 8d 39 1e b2 25 cf fe
